estimate_id,paper_key,authors,year,study_label,effect_size_sd,se,ci_lower,ci_upper,n_treatment,n_control,n_total,learning_domain,outcome,outcome_timing,treatment,control,comparison_type,estimand,estimation_method,outcome_with_ai,is_subgroup,subgroup,coding_notes,design_class,included_in_curated_subset,notes,country,population_category,lab_vs_field,study_design,ai_tool,ai_design,incentives,venue,study_sample_n,study_sample_unit,study_sample_review_status,study_recruited_n,study_randomized_n,estimate_analyzed_n,estimate_sample_unit,estimate_sample_review_status,source_document,source_url,source_version,source_locator,extraction_date,review_date,provenance_review_status,provenance_review_basis,derivation_notes,study_sample_review_basis,study_sample_notes,study_sample_missing_reasons,estimate_sample_review_basis,estimate_sample_notes,estimate_sample_missing_reasons,provenance_missing_reasons,release_id,release_date,view_url,selection
lira_etal_2025__sg4,lira_etal_2025,"Benjamin Lira, Todd Rogers, Daniel G. Goldstein, Lyle Ungar, Angela L. Duckworth",2026,"Lira et al. (2026), Study 4 follow-up, AI vs no-AI practice",0.29,0.106,0.08224,0.49776,,,608,Writing,"Writing quality (1-day follow-up, no AI)",delayed,Practice with AI writing tool,Practice without AI,ai_vs_bau,ATE,ANCOVA,false,true,1-day follow-up,,online_rct,false,,USA,Adults general,Online,RCT,Custom AI writing tool (GPT-based),Unrestricted,Prolific pay; performance-incentivized writing tests,"Working paper (arXiv v4, Feb 2026)",9875,unknown,unreviewed,,,608,unknown,unreviewed,Lira et al (2026) - Coach Not Crutch.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
lira_etal_2025__sg5,lira_etal_2025,"Benjamin Lira, Todd Rogers, Daniel G. Goldstein, Lyle Ungar, Angela L. Duckworth",2026,"Lira et al. (2026), Study 4 follow-up, AI example only vs no AI",0.32,0.106,0.11224,0.52776,,,608,Writing,"Writing quality (1-day follow-up, no AI)",delayed,See AI-generated example (no practice),Practice without AI,ai_vs_bau,ATE,ANCOVA,false,true,Example-only,,online_rct,false,,USA,Adults general,Online,RCT,Custom AI writing tool (GPT-based),Unrestricted,Prolific pay; performance-incentivized writing tests,"Working paper (arXiv v4, Feb 2026)",9875,unknown,unreviewed,,,608,unknown,unreviewed,Lira et al (2026) - Coach Not Crutch.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
liu_etal_2026__sg1,liu_etal_2026,Liu et al.,2026,"Liu et al. (2026), Direct-answer AI users (Exp 2)",-0.36,0.095,-0.5462,-0.1738,,,466,Math,"Test solve rate, 3 fraction problems (Exp 2 heterogeneity)",immediate,AI users obtaining direct solutions,No-AI control,ai_vs_bau,"Descriptive contrast (non-causal, self-selected AI-usage groups)",Two-sample t-test (Cohen's d),false,true,AI use: Direct answers,,online_rct,false,,USA,Adults general,Online,RCT,GPT-5,Unrestricted,None (flat Prolific pay),Working paper,1060,unknown,unreviewed,,,466,unknown,unreviewed,Liu et al (2026) - AI Assistance Reduces Persistence.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
liu_etal_2026__sg2,liu_etal_2026,Liu et al.,2026,"Liu et al. (2026), Direct answers vs hint-seekers (Exp 2)",-0.29,0.133,-0.55068,-0.02932,,,271,Math,"Test solve rate, 3 fraction problems (Exp 2 heterogeneity)",immediate,AI users obtaining direct solutions,AI users requesting only hints,ai_design,"Descriptive contrast (non-causal, self-selected AI-usage groups)",Two-sample t-test (Cohen's d),false,true,AI use: Direct vs hints,,online_rct,false,Descriptive within-AI-arm contrast (t(269)); the paper flags these splits as non-causal. Hint-users vs control is ~null (0.76 vs 0.77).,USA,Adults general,Online,RCT,GPT-5,Unrestricted,None (flat Prolific pay),Working paper,1060,unknown,unreviewed,,,271,unknown,unreviewed,Liu et al (2026) - AI Assistance Reduces Persistence.pdf,,,,,,unreviewed,,Descriptive within-AI-arm contrast (t(269)); the paper flags these splits as non-causal. Hint-users vs control is ~null (0.76 vs 0.77).,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
liu_etal_2026__sg3,liu_etal_2026,Liu et al.,2026,"Liu et al. (2026), Direct answers vs non-users (Exp 2)",-0.66,0.184,-1.02064,-0.29936,,,226,Math,"Test solve rate, 3 fraction problems (Exp 2 heterogeneity)",immediate,AI users obtaining direct solutions,AI-arm participants who did not use AI,ai_design,"Descriptive contrast (non-causal, self-selected AI-usage groups)",Two-sample t-test (Cohen's d),false,true,AI use: Direct vs non-users,,online_rct,false,Descriptive within-AI-arm contrast (t(224)); non-causal. Non-users outperformed the no-AI control (0.89 vs 0.77).,USA,Adults general,Online,RCT,GPT-5,Unrestricted,None (flat Prolific pay),Working paper,1060,unknown,unreviewed,,,226,unknown,unreviewed,Liu et al (2026) - AI Assistance Reduces Persistence.pdf,,,,,,unreviewed,,Descriptive within-AI-arm contrast (t(224)); non-causal. Non-users outperformed the no-AI control (0.89 vs 0.77).,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
liu_etal_2026__sg4,liu_etal_2026,Liu et al.,2026,"Liu et al. (2026), Exp 1 skip rate",0.25,0.117,0.02,0.48,,,307,Math,"Skip rate, 3 fraction test problems (Exp 1)",immediate,GPT-5 sidebar access,No AI access,ai_vs_bau,ATE (complete-case),t-test (mean comparison),false,true,Outcome: Skip rate,,online_rct,false,,USA,Adults general,Online,RCT,GPT-5,Unrestricted,None (flat Prolific pay),Working paper,1060,unknown,unreviewed,,,307,unknown,unreviewed,Liu et al (2026) - AI Assistance Reduces Persistence.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
liu_etal_2026__sg5,liu_etal_2026,Liu et al.,2026,"Liu et al. (2026), Exp 3 skip rate",0.42,0.156,0.11,0.72,,,168,Language,"Skip rate, 3 SAT reading test problems (Exp 3)",immediate,GPT-5 sidebar access,No-AI control with test-tips,ai_vs_active,ITT,t-test (mean comparison),false,true,Outcome: Skip rate,,online_rct,false,,USA,Adults general,Online,RCT,GPT-5,Unrestricted,None (flat Prolific pay),Working paper,1060,unknown,unreviewed,,,168,unknown,unreviewed,Liu et al (2026) - AI Assistance Reduces Persistence.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
chung_etal_2025__sg1,chung_etal_2025,"Angel Tsai-Hsuan Chung, Botong Zhang, Ling-Chieh Kung, Hamsa Bastani, Osbert Bastani",2026,"Chung et al. (2026), Python beginners",0.215,0.0852040816,0.048,0.382,,,411,Coding,Standardized Python exam (beginners only),immediate,RL adaptive sequencing + GenAI tutor,Fixed sequence + GenAI tutor,ai_design,ITT,OLS (subgroup regression),false,true,Prior Python skill: Beginner,,field_rct,false,"Self-identified first-time learners/beginners (53% of sample, N=411). 0.215 SD, p=0.012 reported in sec 4.2; the paper prints no numeric SE/CI for this subgroup (Fig. 3 shows CIs visually), so the CI here is reconstructed by p-value inversion. [2026-07 W. Erda verification]",Taiwan,High school,Field,RCT (individual-level),"GenAI chatbot tutor (LLM-based, with guardrails); GPT-4o for problem generation",Adaptive problem sequencing,Certification valid for college applications,"SSRN preprint (March 2026, id 6423358)",770,unknown,unreviewed,,,411,unknown,unreviewed,Chung et al (2025) - Personalized AI Tutors via LLM-Guided RL.pdf,,,,,,unreviewed,,"Self-identified first-time learners/beginners (53% of sample, N=411). 0.215 SD, p=0.012 reported in sec 4.2; the paper prints no numeric SE/CI for this subgroup (Fig. 3 shows CIs visually), so the CI here is reconstructed by p-value inversion. [2026-07 W. Erda verification]",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
chung_etal_2025__sg2,chung_etal_2025,"Angel Tsai-Hsuan Chung, Botong Zhang, Ling-Chieh Kung, Hamsa Bastani, Osbert Bastani",2026,"Chung et al. (2026), Python experienced",0.008,0.1112244898,-0.21,0.226,,,299,Coding,Standardized Python exam (experienced),immediate,RL adaptive sequencing + GenAI tutor,Fixed sequence + GenAI tutor,ai_design,ITT,OLS (subgroup regression),false,true,Prior Python skill: Experienced,,field_rct,false,"Self-identified intermediate/proficient coders (39% of sample, N=299). 0.008 SD, p=0.941 reported in sec 4.2; the paper prints no numeric SE/CI for this subgroup (Fig. 3 shows CIs visually), so the CI here is reconstructed by p-value inversion. [2026-07 W. Erda verification]",Taiwan,High school,Field,RCT (individual-level),"GenAI chatbot tutor (LLM-based, with guardrails); GPT-4o for problem generation",Adaptive problem sequencing,Certification valid for college applications,"SSRN preprint (March 2026, id 6423358)",770,unknown,unreviewed,,,299,unknown,unreviewed,Chung et al (2025) - Personalized AI Tutors via LLM-Guided RL.pdf,,,,,,unreviewed,,"Self-identified intermediate/proficient coders (39% of sample, N=299). 0.008 SD, p=0.941 reported in sec 4.2; the paper prints no numeric SE/CI for this subgroup (Fig. 3 shows CIs visually), so the CI here is reconstructed by p-value inversion. [2026-07 W. Erda verification]",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
chung_etal_2025__sg3,chung_etal_2025,"Angel Tsai-Hsuan Chung, Botong Zhang, Ling-Chieh Kung, Hamsa Bastani, Osbert Bastani",2026,"Chung et al. (2026), Lower-tier schools",0.173,0.0862244898,0.004,0.342,,,716,Coding,Standardized Python exam (lower-tier schools),immediate,RL adaptive sequencing + GenAI tutor,Fixed sequence + GenAI tutor,ai_design,ITT,OLS (subgroup regression),false,true,School tier: Lower,,field_rct,false,"N=716 is the combined school-tier interaction sample (Table 15); per-tier N is not reported. 0.173 SD, p=0.045.",Taiwan,High school,Field,RCT (individual-level),"GenAI chatbot tutor (LLM-based, with guardrails); GPT-4o for problem generation",Adaptive problem sequencing,Certification valid for college applications,"SSRN preprint (March 2026, id 6423358)",770,unknown,unreviewed,,,716,unknown,unreviewed,Chung et al (2025) - Personalized AI Tutors via LLM-Guided RL.pdf,,,,,,unreviewed,,"N=716 is the combined school-tier interaction sample (Table 15); per-tier N is not reported. 0.173 SD, p=0.045.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
chung_etal_2025__sg4,chung_etal_2025,"Angel Tsai-Hsuan Chung, Botong Zhang, Ling-Chieh Kung, Hamsa Bastani, Osbert Bastani",2026,"Chung et al. (2026), Higher-tier schools",0.039,0.1244897959,-0.205,0.283,,,716,Coding,Standardized Python exam (higher-tier schools),immediate,RL adaptive sequencing + GenAI tutor,Fixed sequence + GenAI tutor,ai_design,ITT,OLS (subgroup regression),false,true,School tier: Higher,,field_rct,false,"N=716 is the combined school-tier interaction sample (Table 15); per-tier N is not reported. 0.039 SD, p=0.752.",Taiwan,High school,Field,RCT (individual-level),"GenAI chatbot tutor (LLM-based, with guardrails); GPT-4o for problem generation",Adaptive problem sequencing,Certification valid for college applications,"SSRN preprint (March 2026, id 6423358)",770,unknown,unreviewed,,,716,unknown,unreviewed,Chung et al (2025) - Personalized AI Tutors via LLM-Guided RL.pdf,,,,,,unreviewed,,"N=716 is the combined school-tier interaction sample (Table 15); per-tier N is not reported. 0.039 SD, p=0.752.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
wiles_etal_2024__sg1,wiles_etal_2024,"Emma Wiles, Lisa Krayer, Mohamed Abbadi, Urvi Awasthi, Ryan Kennedy, Pamela Mishkin, Daniel Sack, Francois Candelon",2026,"Wiles et al. (2026), Statistics task with AI",,,,,,,330,Coding,Statistics task score (with AI access),immediate,ChatGPT access + training,Google/Stack Overflow training,ai_vs_active,ITT,"OLS (treatment-dummy regression, robust SE)",true,true,Task: Statistics,,field_rct,false,"Raw ATE +0.201 on the benchmark-normalized statistics score (SE 0.026, 95% CI [0.15, 0.25], Table B3); not SD units.",Global,Professional,Field,RCT,ChatGPT (GPT-4),Unrestricted,None,Nature Human Behaviour (forthcoming),573,unknown,unreviewed,,,330,unknown,unreviewed,Wiles et al (2024) - GenAI as Exoskeleton.pdf,,,,,,unreviewed,,"Raw ATE +0.201 on the benchmark-normalized statistics score (SE 0.026, 95% CI [0.15, 0.25], Table B3); not SD units.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
wiles_etal_2024__sg2,wiles_etal_2024,"Emma Wiles, Lisa Krayer, Mohamed Abbadi, Urvi Awasthi, Ryan Kennedy, Pamela Mishkin, Daniel Sack, Francois Candelon",2026,"Wiles et al. (2026), Prediction task with AI",,,,,,,298,Coding,Prediction task score (with AI access),immediate,ChatGPT access + training,Google/Stack Overflow training,ai_vs_active,ITT,"OLS (treatment-dummy regression, robust SE)",true,true,Task: Prediction,,field_rct,false,"Raw ATE +0.172 on the benchmark-normalized prediction score (SE 0.042, 95% CI [0.09, 0.25], Table B3); not SD units.",Global,Professional,Field,RCT,ChatGPT (GPT-4),Unrestricted,None,Nature Human Behaviour (forthcoming),573,unknown,unreviewed,,,298,unknown,unreviewed,Wiles et al (2024) - GenAI as Exoskeleton.pdf,,,,,,unreviewed,,"Raw ATE +0.172 on the benchmark-normalized prediction score (SE 0.042, 95% CI [0.09, 0.25], Table B3); not SD units.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
nie_etal_2025__sg1,nie_etal_2025,"Allen Nie, Yash Chandak, Miroslav Suzara, Ali Malik, Juliette Woodrow, Matt Peng, Mehran Sahami, Emma Brunskill, Chris Piech",2025,"Nie et al. (2025), Exam score LATE (ignore missingness)",0.23,,,,,,5831,Coding,Exam score LATE (ignore missingness),immediate,"GPT-4 access (adopters, LATE)",No GPT-4 access,ai_vs_bau,LATE,"IV (LATE estimator, E2=E1/P(complier))",false,true,Spec: LATE ignore missingness,,online_rct,false,"ES=0.23; raw LATE +4.49pp, 90% BCa CI [-0.31, 9.66] (Table 2; fn. 4 reports [-0.34, 8.98]; pp units). Paper reports no SE.",Global,Adults general,Online,RCT,GPT-4 (custom interface),Unrestricted,None,ACM L@S 2025 (DOI 10.1145/3698205.3733960),5831,unknown,unreviewed,,,5831,unknown,unreviewed,Nie et al (2025) - ACM LaS - GPT Surprise Coding Class.pdf,,,,,,unreviewed,,"ES=0.23; raw LATE +4.49pp, 90% BCa CI [-0.31, 9.66] (Table 2; fn. 4 reports [-0.34, 8.98]; pp units). Paper reports no SE.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
nie_etal_2025__sg2,nie_etal_2025,"Allen Nie, Yash Chandak, Miroslav Suzara, Ali Malik, Juliette Woodrow, Matt Peng, Mehran Sahami, Emma Brunskill, Chris Piech",2025,"Nie et al. (2025), Week 6 homework completion (ITT)",,,,,,,5831,Coding,Week 6 homework completion rate (pp),immediate,GPT-4 access,No GPT-4 access,ai_vs_bau,ITT,t-test (mean comparison),false,true,Outcome: Homework completion,,online_rct,false,"Raw effect: -4.6pp Week-6 homework completion (SE 1.3, 95% CI [-7.2, -1.9], p=.01; Fig. 3b reports SE 1.34, CI [-7.20, -1.94]). pp units, no SD conversion available.",Global,Adults general,Online,RCT,GPT-4 (custom interface),Unrestricted,None,ACM L@S 2025 (DOI 10.1145/3698205.3733960),5831,unknown,unreviewed,,,5831,unknown,unreviewed,Nie et al (2025) - ACM LaS - GPT Surprise Coding Class.pdf,,,,,,unreviewed,,"Raw effect: -4.6pp Week-6 homework completion (SE 1.3, 95% CI [-7.2, -1.9], p=.01; Fig. 3b reports SE 1.34, CI [-7.20, -1.94]). pp units, no SD conversion available.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
lehmann_etal_2024__sg1,lehmann_etal_2024,"Matthias Lehmann, Philipp B. Cornelius, Fabian J. Sting",2024,"Lehmann et al. (2024), prior knowledge below median (post-test)",0.0093478261,0.1523913043,-0.2893391304,0.3080347826,,,,Coding,Post-test score (20-question Python coding test),immediate,ChatGPT access during 45-min Python learning phase,No LLM access,ai_vs_bau,ITT,OLS (pre-test x treatment interaction),false,true,Prior achievement: Below median,,lab_rct,false,,Netherlands & Germany,University (mixed),Mixed,"Mixed (Study 1: quasi-experimental FE2SLS with outages as IV; Studies 2, 3: RCT)",ChatGPT (Study 1: gpt-3.5-turbo-0613; Studies 2-3: gpt-3.5-turbo-0125),Unrestricted,Course grade (Study 1); €10 fixed + €1 per correct post-test answer (Studies 2-3),Working paper,289,unknown,unreviewed,,,,unknown,unreviewed,Lehmann et al (2024) - When Does ChatGPT Harm Learning.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
lehmann_etal_2024__sg2,lehmann_etal_2024,"Matthias Lehmann, Philipp B. Cornelius, Fabian J. Sting",2024,"Lehmann et al. (2024), prior knowledge above median (post-test)",0.5589130435,0.2482608696,0.0723217391,1.0455043478,,,,Coding,Post-test score (20-question Python coding test),immediate,ChatGPT access during 45-min Python learning phase,No LLM access,ai_vs_bau,ITT,OLS (pre-test x treatment interaction),false,true,Prior achievement: Above median,,lab_rct,false,Above-median level effect = (main + interaction)/4.6 from Table 12; the SE shown is the interaction-term SE as a proxy (the exact level-effect SE needs the unreported covariance).,Netherlands & Germany,University (mixed),Mixed,"Mixed (Study 1: quasi-experimental FE2SLS with outages as IV; Studies 2, 3: RCT)",ChatGPT (Study 1: gpt-3.5-turbo-0613; Studies 2-3: gpt-3.5-turbo-0125),Unrestricted,Course grade (Study 1); €10 fixed + €1 per correct post-test answer (Studies 2-3),Working paper,289,unknown,unreviewed,,,,unknown,unreviewed,Lehmann et al (2024) - When Does ChatGPT Harm Learning.pdf,,,,,,unreviewed,,Above-median level effect = (main + interaction)/4.6 from Table 12; the SE shown is the interaction-term SE as a proxy (the exact level-effect SE needs the unreported covariance).,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
lehmann_etal_2024__sg3,lehmann_etal_2024,"Matthias Lehmann, Philipp B. Cornelius, Fabian J. Sting",2024,"Lehmann et al. (2024), prior knowledge below median (understanding)",-0.2065217391,0.1013043478,-0.4050782609,-0.0079652174,,,,Coding,"Post-test, controlling for learning-phase volume (understanding)",immediate,ChatGPT access during 45-min Python learning phase,No LLM access,ai_vs_bau,ITT,OLS (pre-test x treatment interaction),false,true,Prior achievement: Below median,,lab_rct,false,,Netherlands & Germany,University (mixed),Mixed,"Mixed (Study 1: quasi-experimental FE2SLS with outages as IV; Studies 2, 3: RCT)",ChatGPT (Study 1: gpt-3.5-turbo-0613; Studies 2-3: gpt-3.5-turbo-0125),Unrestricted,Course grade (Study 1); €10 fixed + €1 per correct post-test answer (Studies 2-3),Working paper,289,unknown,unreviewed,,,,unknown,unreviewed,Lehmann et al (2024) - When Does ChatGPT Harm Learning.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
lehmann_etal_2024__sg4,lehmann_etal_2024,"Matthias Lehmann, Philipp B. Cornelius, Fabian J. Sting",2024,"Lehmann et al. (2024), prior knowledge above median (understanding)",0.1441304348,0.1639130435,-0.1771391304,0.4654,,,,Coding,"Post-test, controlling for learning-phase volume (understanding)",immediate,ChatGPT access during 45-min Python learning phase,No LLM access,ai_vs_bau,ITT,OLS (pre-test x treatment interaction),false,true,Prior achievement: Above median,,lab_rct,false,Above-median level effect = (main + interaction)/4.6 from Table 12; the SE shown is the interaction-term SE as a proxy (the exact level-effect SE needs the unreported covariance).,Netherlands & Germany,University (mixed),Mixed,"Mixed (Study 1: quasi-experimental FE2SLS with outages as IV; Studies 2, 3: RCT)",ChatGPT (Study 1: gpt-3.5-turbo-0613; Studies 2-3: gpt-3.5-turbo-0125),Unrestricted,Course grade (Study 1); €10 fixed + €1 per correct post-test answer (Studies 2-3),Working paper,289,unknown,unreviewed,,,,unknown,unreviewed,Lehmann et al (2024) - When Does ChatGPT Harm Learning.pdf,,,,,,unreviewed,,Above-median level effect = (main + interaction)/4.6 from Table 12; the SE shown is the interaction-term SE as a proxy (the exact level-effect SE needs the unreported covariance).,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
